Currency,Chinese yuan,Euro(1),Japanese yen,U.K. pound(1),U.S. dollar,Algerian dinar,Australian dollar(1),Bahrain dinar,Botswana pula(1),Brazilian real,Brunei dollar,Canadian dollar,Chilean peso,Colombian peso,Czech koruna,Danish krone,Hungarian forint,Icelandic krona,Indian rupee,Indonesian rupiah,Iranian rial,Israeli New Shekel,Kazakhstani tenge,Korean won,Kuwaiti dinar,Libyan dinar(2),Malaysian ringgit,Mauritian rupee,Mexican peso,Nepalese rupee,New Zealand dollar(1),Norwegian krone,Omani rial,Pakistani rupee,Peruvian sol,Philippine peso,Polish zloty,Qatari riyal,Russian ruble,Saudi Arabian riyal,Singapore dollar,South African rand,Sri Lankan rupee,Swedish krona,Swiss franc,Thai baht,Trinidadian dollar,Tunisian dinar,U.A.E. dirham,Uruguayan peso,Bolivar Fuerte
1-Apr-20,7.1041,1.0936,107.58,1.238,1,125.1408,0.6124,0.0835,5.2399,1.4244,1.4217,852.03,"4,054.54",25.039,6.8253,75.3859,3.556,"1,220.00",,4.3275,39.3685,24.4918,0.596,10.304,0.3845,3.455,50.78,4.1701,3.64,,3.75,1.4244,17.989,9.9638,0.9654,32.918,6.7437,3.6725,44.003,,,,,,,,,,,,
2-Apr-20,7.096,1.0906,107.48,1.24455,1,125.2718,0.6081,0.0833,5.2645,1.4356,1.4179,863.81,"4,081.06",25.287,6.8459,,3.63,"1,222.20",,4.386,39.4896,24.1087,0.5931,10.3012,,3.453,50.782,4.1917,3.64,,3.75,1.4356,18.45305,9.9998,0.96675,33.068,,3.6725,44.213,,,,,,,,,,,,
3-Apr-20,7.0939,,108.1,1.22695,1,126.7618,0.6072,0.0821,5.2991,1.4314,1.4142,861.89,"4,065.50",25.535,6.9253,75.8276,3.636,"1,237.60",,4.36,39.5615,24.6938,0.5898,10.443,,3.453,50.911,4.2396,,77.7325,,1.4314,18.82675,10.1524,0.97635,32.905,6.7312,,44.622,,,,,,,,,,,,
6-Apr-20,,1.0791,108.95,1.231,1,126.7177,0.6035,0.081,5.2465,1.4403,1.4127,863.99,"4,008.78",25.567,6.9187,,3.627,"1,229.80",0.3092,4.375,39.6812,24.6895,0.5877,10.5528,0.3845,3.406,50.758,4.2257,3.64,76.4074,3.75,1.4403,18.8177,10.1242,0.9781,,6.7285,3.6725,43.635,,,,,,,,,,,,
7-Apr-20,7.0572,1.0885,108.86,1.22905,1,126.9917,0.6145,0.0822,5.2211,1.4317,1.3986,853.91,"3,978.38",24.995,6.8604,75.8438,3.604,"1,233.40",0.3092,4.35,39.7401,24.0388,0.5958,10.1925,0.3845,3.367,50.762,4.1717,3.64,75.455,3.75,1.4317,18.3435,10.0169,0.9731,32.798,6.7393,3.6725,43.037,,,,,,,,,,,,
8-Apr-20,7.0638,1.0871,108.86,1.2348,1,127.0181,0.6146,0.0825,5.2117,1.4287,1.4034,842.05,"3,910.15",25.021,6.866,76.0867,,"1,222.40",0.30905,4.3398,39.6322,24.0925,0.5951,10.2971,0.3845,3.354,50.701,4.1801,3.64,75.7499,3.75,1.4287,18.1944,10.0968,0.97125,32.818,6.7395,3.6725,43.147,,,,,,,,,,,,
9-Apr-20,7.058,1.0867,108.96,1.24375,1,127.0778,0.6211,0.0828,5.0773,1.4249,1.3985,851.9,,24.758,,76.4577,,"1,219.70",0.30905,4.341,39.5977,,0.6006,,0.3845,,,4.1744,3.64,74.605,3.75,1.4249,18.04685,10.0379,0.97165,32.788,6.7553,3.6725,,,,,,,,,,,,,
10-Apr-20,7.0376,1.0867,108.6,,1,127.0485,,,,,,,,,,,,"1,216.40",,4.308,,,,,,,,4.1566,,73.7515,,,,,,32.675,,,,,,,,,,,,,,,
13-Apr-20,7.0475,,108.26,,1,127.1318,,,5.1818,1.4169,1.3936,839.49,"3,886.79",,,76.3617,,"1,212.30",0.30975,4.3225,39.5186,23.7427,,,0.3845,,50.642,,3.64,73.5245,3.75,1.4169,,,,,,3.6725,43.51,,,,,,,,,,,,
14-Apr-20,7.0502,1.0963,107.65,1.25485,1,127.312,0.6419,0.0834,5.1852,1.4145,1.3904,844.57,"3,870.31",24.494,6.8068,,3.579,"1,218.70",0.3086,4.323,39.5524,23.5645,0.6128,10.3182,0.3845,3.388,50.616,4.1666,3.64,73.315,3.75,1.4145,18.232,9.9566,0.9636,,6.7694,3.6725,43.465,,,,,,,,,,,,
15-Apr-20,7.063,1.0903,107.17,1.25035,1,127.4661,0.6384,0.0827,5.2573,1.4144,1.4086,848.63,"3,858.21",24.751,6.8455,76.2743,,,0.3084,4.33,39.6741,24.1155,0.6079,10.502,0.3845,3.417,50.592,4.1519,3.64,73.7145,,1.4144,18.6453,9.9924,0.9659,,6.7471,3.6725,43.699,,,,,,,,,,,,
16-Apr-20,7.0775,1.0888,107.69,1.24925,1,127.896,0.6286,0.0821,5.2371,1.4286,1.4122,859.31,"3,920.83",24.85,,76.7408,3.594,"1,216.70",0.3089,4.374,39.7594,24.2098,0.5948,10.4836,0.3845,3.407,50.628,4.1631,3.64,74.7119,3.75,1.4286,18.61985,10.0432,0.96665,32.713,6.742,3.6725,43.507,,,,,,,,,,,,
17-Apr-20,7.0767,1.086,107.93,1.24455,1,128.4094,0.636,0.0818,5.2567,1.4241,1.4037,852.52,"3,942.92",25.009,,76.5444,3.591,"1,227.50",,4.365,39.9534,23.9012,0.6015,10.3909,,3.403,50.713,4.1886,,73.9441,,1.4241,18.77615,10.0261,0.97045,32.537,6.7192,,43.389,,,,,,,,,,,,
20-Apr-20,7.0723,1.086,107.86,1.24645,1,128.3088,0.6346,0.0815,5.2831,1.4225,1.4086,849.45,"3,973.06",25.163,6.8678,76.6335,3.58,"1,219.30",0.3088,4.388,40.0421,24.0077,0.6021,10.3773,0.3845,3.405,50.787,4.1525,3.64,74.6657,3.75,1.4225,18.7702,10.0082,0.9683,32.482,6.7442,3.6725,43.202,,,,,,,,,,,,
21-Apr-20,7.0882,1.0837,107.8,1.23375,1,128.5264,0.6314,0.0816,,1.4259,1.4203,856.23,"3,967.76",25.33,6.8822,76.6516,3.552,"1,218.70",0.30895,4.3923,40.134,24.4248,0.5997,10.5973,0.3845,3.397,50.88,4.1779,3.64,76.2562,3.75,1.4259,18.98345,10.0452,0.9707,32.53,6.7473,3.6725,43.248,,,,,,,,,,,,
22-Apr-20,7.0807,1.0867,107.84,1.2365,1,128.5209,0.6323,0.0814,5.3841,1.4297,,862.06,"4,045.01",25.334,6.8638,76.8084,3.541,"1,231.30",0.30895,4.395,40.2152,24.5883,0.5963,10.7458,0.3845,3.37,50.836,4.1736,3.64,77.0416,3.75,1.4297,18.789,10.0839,0.96805,32.464,6.7565,3.6725,,,,,,,,,,,,,
23-Apr-20,7.0771,1.0772,107.8,1.23485,1,128.7392,0.6341,0.0814,5.4461,1.4268,,856.51,"4,037.95",25.573,6.9232,76.0635,3.557,"1,235.20",0.30905,4.365,40.157,,0.5943,10.6911,0.3845,,50.835,4.2093,3.64,75.129,3.75,1.4268,18.9345,10.125,0.9757,32.339,,3.6725,,,,,,,,,,,,,
24-Apr-20,7.0825,1.08,107.7,1.2356,1,,0.6343,0.0809,5.6504,,1.409,858.87,"4,020.94",25.292,,76.4173,3.524,"1,232.00",,4.365,40.1216,24.8583,0.599,10.6282,,3.371,50.704,4.2142,,74.7163,,1.4258,15.96535,10.0953,0.9754,32.436,6.7699,,43.702,,,,,,,,,,,,
27-Apr-20,7.0812,1.0852,107.58,1.2448,1,128.6328,0.6462,0.0817,5.6352,1.4217,1.4053,859.95,"4,039.87",25.05,6.8735,76.1269,3.515,"1,235.80",0.30885,4.354,40.0579,24.8492,,10.5522,0.3845,3.391,50.751,4.1696,3.64,74.496,3.75,1.4217,,10.0013,0.9731,32.474,6.7669,3.6725,43.459,,,,,,,,,,,,
28-Apr-20,7.087,1.0877,107.28,1.2493,1,128.5936,0.6457,0.0815,5.5677,1.4211,1.3978,856.76,"4,039.83",25.036,6.8558,76.371,3.499,"1,230.30",0.309,4.3705,40.1716,24.3882,0.6,10.3689,0.3845,3.382,50.74,4.184,3.64,74.5706,3.75,1.4211,18.6192,9.991,0.97295,32.503,6.7566,3.6725,42.986,,,,,,,,,,,,
29-Apr-20,7.0758,1.0842,,1.2394,1,128.4034,0.6542,0.0822,5.4285,1.4153,1.3922,850.41,"4,046.04",25.018,6.878,75.6961,,"1,225.20",0.3088,4.36,,24.0002,0.6097,10.3973,0.3845,3.369,50.691,4.1807,3.64,73.6894,3.75,1.4153,18.407,9.849,0.97455,32.419,6.7517,3.6725,42.438,,,,,,,,,,,,
30-Apr-20,7.0543,1.0876,106.58,1.251,1,128.2579,0.6566,0.0831,5.4264,1.4108,1.391,836.62,"3,983.29",24.915,6.8577,75.115,3.5,"1,225.20",0.3087,4.326,40.281,23.9283,0.6126,10.2832,0.3845,3.376,50.589,4.1729,3.64,72.7263,3.75,1.4108,18.06105,9.8463,0.97045,32.362,6.7244,3.6725,42.257,,,,,,,,,,,,
1-May-20,,,107.1,1.25515,1,,0.6459,,,,,,,,,,3.491,,,,,,0.6102,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,
4-May-20,,1.0942,,1.24065,1,128.5773,0.6382,0.0816,5.5811,1.4172,1.4085,837.92,"3,932.72",24.785,6.8198,75.7902,3.527,"1,218.50",0.30855,4.3385,40.1895,24.3812,0.6029,10.3528,0.3845,3.383,50.444,4.1646,3.64,,3.75,1.4172,18.7056,9.9052,0.9647,,6.7457,3.6725,42.744,,,,,,,,,,,,
5-May-20,,1.0843,,1.245,1,128.6896,0.6459,0.0825,5.5348,1.4137,1.4032,838.74,"3,990.10",24.888,6.8811,75.5715,3.524,,0.30855,4.31,40.1926,23.8343,0.6061,10.3043,0.3845,3.388,50.576,4.1927,3.64,,3.75,1.4137,18.335,9.8377,0.97095,32.381,6.6932,3.6725,42.536,,,,,,,,,,,,
6-May-20,7.0915,1.0807,,1.2374,1,128.6847,0.6449,0.0824,5.667,1.4175,1.4124,832.84,"3,926.07",24.971,6.9046,75.6911,3.511,"1,227.80",0.3088,4.311,40.204,24.2942,0.6054,10.2619,0.3845,3.403,50.544,4.2022,3.64,73.9719,3.75,1.4175,18.5406,9.8131,0.9739,,6.7571,3.6725,43.117,,,,,,,,,,,,
7-May-20,7.0899,1.0783,106.26,1.2369,1,128.8528,0.6426,0.0818,5.8359,,1.4015,839.08,"3,961.66",25.181,6.9188,,3.516,"1,223.30",0.3089,,40.2056,24.0563,0.6013,10.2388,0.3845,3.404,50.556,4.2162,3.64,74.1169,3.75,,18.557,9.8161,0.9757,32.447,6.7571,3.6725,44.161,,,,,,,,,,,,
8-May-20,7.0779,1.0843,106.4,,1,128.8191,0.653,0.0822,5.7647,1.412,1.3934,836.27,"3,924.54",,,75.4411,,"1,226.50",,,40.1299,23.6805,0.6122,10.2089,,3.394,50.514,4.2065,,73.8725,,1.412,18.4716,9.7886,0.97075,32.28,6.7511,,44.062,,,,,,,,,,,,
11-May-20,7.083,1.0824,106.94,1.23165,1,128.7463,0.6543,0.0827,5.7948,,1.4012,827.65,"3,882.27",25.498,6.8916,75.6838,3.518,"1,217.70",0.3088,,40.1263,23.8693,0.6151,10.2051,0.3845,3.418,50.458,4.2126,3.64,,3.75,1.4119,18.43435,9.7799,0.9723,32.15,6.7676,3.6725,43.625,,,,,,,,,,,,
12-May-20,7.0907,1.0858,107.51,1.23495,1,128.836,0.6477,0.0821,5.7717,1.4185,1.4015,826.05,"3,901.34",25.254,6.8684,75.7944,3.507,"1,217.80",0.30905,4.345,40.227,24.0487,0.6061,10.1785,0.3845,3.421,50.348,4.2095,3.64,73.4326,3.75,1.4185,18.19205,9.8519,0.97055,32.143,6.7792,3.6725,43.584,,,,,,,,,,,,
13-May-20,7.0946,1.0875,107.22,1.22945,1,128.7518,0.6473,0.0824,5.9016,1.4173,1.4073,821.88,"3,880.48",25.206,6.8557,75.3885,3.511,"1,226.70",0.3089,4.337,,24.2113,0.6075,10.0579,0.3845,3.434,50.354,4.2111,3.64,73.5819,3.75,1.4173,18.32745,9.786,0.96885,32.082,6.7413,3.6725,43.915,,,,,,,,,,,,
14-May-20,7.0975,1.0792,106.87,1.2195,1,128.8696,0.6434,0.082,5.9366,1.4213,1.409,820.38,"3,901.30",25.551,6.91,75.444,3.546,"1,226.30",0.30905,4.335,40.273,24.2708,0.597,10.2481,0.3845,3.45,50.282,4.2269,3.64,73.9298,3.75,1.4213,18.65185,9.8386,0.9743,32.106,6.7602,3.6725,44.098,,,,,,,,,,,,
15-May-20,7.0983,1.0798,107.42,1.21985,1,128.8429,0.6455,0.0821,5.8223,1.424,1.4094,822.93,"3,947.79",25.553,6.9065,75.5634,3.533,"1,227.90",,4.3455,40.276,23.958,0.5998,10.2397,,,50.372,4.2135,,73.2056,,1.424,18.57265,9.8094,0.97265,32.082,,,44.052,,,,,,,,,,,,
18-May-20,7.1148,1.0832,107.11,1.2125,1,128.8373,0.6429,0.0821,5.7369,1.4256,,823.86,"3,926.06",25.483,6.8822,75.9345,3.543,"1,229.30",0.30905,4.355,40.2426,23.6032,0.5952,10.124,0.3845,3.419,50.588,4.2224,3.64,72.9798,3.75,1.4256,18.378,9.8185,0.97215,32.046,6.7372,3.6725,,,,,,,,,,,,,
19-May-20,7.1091,1.095,107.4,1.2249,1,128.6579,0.652,0.0827,5.721,1.4189,1.3893,820.65,"3,851.07",25.106,6.8093,75.6638,3.525,"1,231.60",0.3088,4.3495,40.1832,23.6023,0.6039,9.9683,0.3845,3.425,50.78,4.1645,3.64,72.3918,3.75,1.4189,18.184,9.6697,0.97085,31.92,6.7464,3.6725,43.584,,,,,,,,,,,,
20-May-20,7.1089,1.0958,107.98,1.22695,1,128.5623,0.6551,0.0825,5.6962,1.4169,1.3892,819.08,"3,824.30",25.032,6.8046,75.6712,3.504,"1,224.50",0.3088,4.356,40.1425,23.2962,0.6108,9.9256,0.3845,3.404,50.787,4.1619,3.64,72.3381,,1.4169,18.01365,9.6703,0.96625,31.878,6.7532,3.6725,43.14,,,,,,,,,,,,
21-May-20,7.0993,1.1,107.73,1.2229,1,128.5623,0.6556,,5.6013,1.4159,1.3935,,"3,804.12",24.741,,75.7785,3.514,"1,227.80",0.3088,4.3525,40.142,22.96,0.6125,,0.3845,3.402,50.694,4.1346,3.64,70.924,,1.4159,17.8889,,,31.847,6.7649,3.6725,43.174,,,,,,,,,,,,
22-May-20,7.1349,1.0904,107.74,1.21855,1,128.8477,0.6541,0.0838,5.5802,1.4198,1.4015,806.17,"3,774.25",24.953,,75.7868,3.529,"1,230.70",,4.362,40.0703,22.7928,0.6117,10.0035,,3.424,50.582,4.1503,,71.8804,,1.4198,17.6144,9.6781,0.97195,31.869,6.7656,,43.391,,,,,,,,,,,,
26-May-20,7.136,1.0975,107.75,1.2308,1,128.7015,0.6577,0.0842,5.3701,,1.3804,803.74,"3,782.66",24.661,6.7934,75.6404,3.515,"1,242.00",,,40.1077,22.2932,0.6126,9.9265,,3.421,50.74,4.0885,,71.1408,,1.4217,17.40855,9.6436,0.96795,31.922,,,42.937,,,,,,,,,,,,
27-May-20,7.1599,1.0991,107.52,1.2336,1,128.5722,0.664,0.0843,5.2986,,1.378,802.1,"3,725.56",24.609,6.7858,75.6476,3.499,"1,237.10",0.30865,4.358,40.104,22.3633,0.6193,9.852,0.3845,3.448,50.617,4.0504,3.64,71.0635,,1.4184,17.3776,9.6344,0.9691,31.873,6.7481,3.6725,43.203,,,,,,,,,,,,
28-May-20,7.1563,1.1016,107.87,1.2238,1,128.5217,0.6612,0.0847,5.3399,1.4203,1.3764,816.47,"3,743.79",24.521,6.7669,75.7501,3.502,"1,233.70",0.30865,4.36,40.1443,22.204,0.6189,9.8541,0.3845,3.439,50.593,4.0244,3.64,71.1012,,1.4203,17.4014,9.6058,,31.871,6.7337,3.6725,43.311,,,,,,,,,,,,
29-May-20,7.1463,1.1136,107.14,1.2324,1,128.489,0.6659,0.0844,5.4257,1.4143,1.3787,812.74,"3,723.42",24.168,6.6938,75.6369,,"1,239.40",,4.3485,40.1724,22.1778,0.6203,9.6875,0.3845,,50.727,4.0031,,70.752,,1.4143,17.4899,9.4682,0.96165,31.832,6.7161,,43.308,,,,,,,,,,,,
1-Jun-20,7.1161,1.1116,107.75,1.2381,1,128.4895,,0.0848,5.3633,,1.363,806.32,"3,718.82",24.163,,75.4792,3.509,"1,237.60",0.30815,4.323,40.1242,22.0168,,,0.3845,3.421,50.585,3.968,3.64,69.7114,3.75,1.4084,17.47615,9.3789,,31.734,6.7351,3.6725,43.312,,,,,,,,,,,,
2-Jun-20,7.1178,1.1174,107.56,1.256,1,128.4329,0.6803,0.0847,5.2595,1.4061,1.3515,796.46,"3,716.35",23.85,6.6709,75.5871,3.484,"1,227.80",0.30815,4.2915,40.1858,21.6827,0.628,9.5577,0.3845,3.402,50.438,3.9303,3.64,68.9831,3.75,1.4061,17.2666,9.3714,0.96185,31.577,6.7353,3.6725,43.077,,,,,,,,,,,,
3-Jun-20,7.1078,1.1194,108.65,1.25865,1,128.5352,0.694,0.0855,5.051,1.3965,1.3504,782.86,"3,651.42",23.815,6.6595,75.326,3.468,"1,224.10",0.308,4.262,40.0899,21.6043,0.6414,9.5388,0.3845,3.389,50.344,3.9121,3.64,68.3413,3.75,1.3965,17.05515,9.2683,0.96335,,6.7289,3.6725,42.922,,,,,,,,,,,,
4-Jun-20,7.1202,1.125,109,1.2534,1,128.6017,0.6906,0.0856,5.1035,1.4018,1.3508,769.13,"3,588.89",23.66,6.6273,75.529,3.479,"1,216.90",0.308,4.2745,40.1191,21.8388,0.6418,9.4265,0.3845,,50.17,3.9573,3.64,69.0151,3.75,1.4018,16.91935,9.3339,0.9601,31.624,6.7528,3.6725,42.955,,,,,,,,,,,,
5-Jun-20,7.0904,1.133,109.13,1.26355,1,128.2091,0.7,0.0863,4.9769,1.3951,1.3429,775.58,"3,597.47",23.469,,75.4665,3.455,"1,217.40",,4.267,40.0168,21.5837,0.647,9.303,,3.426,49.982,3.9217,,68.6319,,1.3951,16.84215,9.1512,0.95775,31.501,6.7635,,42.557,,,,,,,,,,,,
8-Jun-20,7.0761,1.1285,109.46,1.26375,1,128.4538,,0.0863,4.9325,1.3937,1.3383,764.97,"3,565.06",23.555,6.6066,75.6307,3.462,"1,213.10",0.3079,,40.1011,21.6552,0.652,9.2692,0.3845,3.438,49.904,3.9197,3.64,68.3123,3.75,1.3937,16.81095,9.1961,0.9631,31.474,6.7725,3.6725,42.484,,,,,,,,,,,,
9-Jun-20,7.0822,1.1294,108.1,1.26445,1,128.579,0.6995,0.0864,,1.3898,1.3423,769.26,,23.59,6.6024,75.4931,3.457,"1,204.20",0.3077,4.2615,39.998,21.7252,0.6558,9.334,0.3845,3.447,49.886,3.9453,3.64,68.6745,3.75,1.3898,16.71525,9.2498,0.95405,31.374,6.7771,3.6725,42.522,,,,,,,,,,,,
10-Jun-20,7.0704,1.1375,107.5,1.27705,1,,0.6997,0.0868,4.8888,1.3876,1.339,771.96,"3,643.02",23.39,6.5541,75.4688,3.447,"1,197.70",0.30745,4.2675,39.9734,21.923,0.6513,9.2644,0.3845,3.435,49.951,3.918,3.64,68.6183,3.75,1.3876,16.5568,9.1803,0.94605,31.199,6.7542,3.6725,42.822,,,,,,,,,,,,
11-Jun-20,7.0733,1.1348,106.9,1.26845,1,,0.6929,0.0866,,1.389,1.3553,767.93,"3,674.81",23.505,6.5694,75.7907,3.451,"1,194.40",0.30735,4.254,39.9486,22.4252,0.6528,9.4466,0.3845,3.45,49.954,,3.64,69.1219,3.75,1.389,16.84045,9.2204,0.94245,30.951,,3.6725,42.999,,,,,,,,,,,,
12-Jun-20,7.0773,1.1304,106.85,1.26185,1,128.5855,0.6867,0.0856,5.0367,1.3921,1.3596,784.65,"3,746.46",23.601,6.5951,75.973,3.464,"1,192.80",,4.266,40.0711,22.3347,0.641,9.5962,,3.46,,3.9299,,,,1.3921,17.0015,9.2945,0.94685,31.026,6.7563,,42.745,,,,,,,,,,,,
15-Jun-20,7.095,1.1253,107.22,1.25115,1,128.9388,0.679,0.085,5.1877,1.3938,1.3604,790.73,,23.71,6.6257,76.1056,3.495,"1,206.60",0.3077,4.2725,40.0585,22.5435,0.6425,9.6769,0.3845,3.48,49.935,3.9413,3.64,70.395,3.75,1.3938,17.1739,9.3935,0.95115,30.995,6.7367,3.6725,42.907,,,,,,,,,,,,
16-Jun-20,7.083,1.1308,107.31,1.26495,1,128.5057,0.6946,0.0858,5.1279,1.3893,1.3558,796.87,"3,758.15",23.498,6.5937,75.841,3.472,"1,210.80",0.30745,4.263,40.1134,22.2168,0.6483,9.4967,0.3845,3.473,50.293,3.9058,3.64,69.7524,3.75,1.3893,,9.2783,0.94705,31.084,6.7364,3.6725,42.609,,,,,,,,,,,,
17-Jun-20,7.089,1.1232,107.34,1.2569,1,128.6767,0.6882,0.0854,5.2492,1.3949,1.3555,779.1,"3,741.88",23.647,6.6382,76.2032,3.456,"1,206.60",0.3076,4.279,40.1279,22.2783,0.6443,9.5308,0.3845,3.491,50.146,3.9532,3.64,69.4822,3.75,1.3949,17.12495,9.3343,0.9498,31.168,6.742,3.6725,42.468,,,,,,,,,,,,
18-Jun-20,7.0776,1.1222,106.8,1.25175,1,,0.687,0.0853,5.3462,1.3922,1.3589,798.53,"3,749.03",23.786,6.6437,76.1509,3.451,"1,214.50",0.3076,4.2755,40.1291,22.6088,0.6434,9.5422,0.3845,3.506,50.137,3.9589,3.64,69.618,3.75,1.3922,17.36955,9.3371,0.9486,31.125,6.7631,3.6725,,,,,,,,,,,,,
19-Jun-20,7.0783,1.121,106.92,1.2382,1,129.1874,0.6861,0.0847,5.346,1.3936,1.3587,812.19,"3,760.22",23.806,6.6507,76.2144,3.447,"1,213.00",,4.279,40.1153,,0.6413,9.5571,,,50.038,3.9741,,69.5725,,1.3936,17.3458,,0.9507,31.011,,,,,,,,,,,,,,,
22-Jun-20,7.0765,1.1213,106.87,1.2384,1,129.2387,0.686,0.0847,5.222,1.3956,,817.33,,23.777,6.6479,,3.446,"1,212.00",0.3079,4.274,40.1023,22.4413,0.6416,9.6303,0.3845,3.493,50.152,3.9667,3.64,69.4835,3.75,1.3956,17.41505,9.4225,0.94995,30.988,,3.6725,,,,,,,,,,,,,
23-Jun-20,7.0658,1.1318,107.15,1.2451,1,128.8679,0.6897,0.0849,5.1699,1.3938,1.3516,816.02,"3,733.27",23.509,6.5857,,3.434,"1,213.20",0.30765,4.276,40.1457,22.413,0.6468,,0.3845,3.513,50.069,3.9311,3.64,68.8376,3.75,1.3938,17.23235,9.3268,,30.981,6.777,3.6725,42.164,,,,,,,,,,,,
24-Jun-20,7.0733,1.128,106.55,1.2521,1,128.788,0.6943,0.0853,5.2429,1.3876,1.3591,817.9,"3,706.06",23.701,6.6073,75.7087,3.425,"1,210.10",0.3074,4.2765,40.1384,22.6662,0.6477,9.5707,0.3845,3.524,50.183,3.9395,3.64,68.8376,3.75,1.3876,17.29135,9.2957,0.9445,30.872,6.7742,3.6725,42.143,,,,,,,,,,,,
25-Jun-20,,1.12,107.1,1.2443,1,129.0505,0.6875,0.0846,5.3281,1.3924,1.3645,820.68,"3,722.27",23.926,6.6548,75.6349,3.442,"1,202.90",0.3077,4.279,40.1932,22.7963,0.6415,9.7096,0.3845,3.509,50.072,3.9623,3.64,69.466,3.75,1.3924,17.44545,9.3573,0.94965,30.904,6.7751,3.6725,42.07,,,,,,,,,,,,
26-Jun-20,,1.1213,107.11,1.2413,1,,0.6888,0.0852,5.4623,1.391,1.3676,813.25,"3,735.93",23.908,6.6461,75.4757,3.437,"1,205.20",,4.278,40.2234,22.9715,0.6432,9.7075,,3.516,50.013,3.9697,,69.1284,,1.391,17.2557,,0.94745,30.9,6.778,,42.058,,,,,,,,,,,,
29-Jun-20,7.078,1.1284,107.22,1.23185,1,129.0732,0.6879,0.085,5.441,1.394,,,,23.797,6.605,75.568,3.436,"1,198.60",0.3077,4.285,40.26,23.1325,0.6431,9.6608,0.3845,,49.939,3.9656,3.64,69.9513,3.75,1.394,17.2184,9.3104,0.9443,30.905,6.7413,3.6725,,,,,,,,,,,,,
30-Jun-20,7.0681,1.1198,107.72,1.22705,1,129.1588,0.6863,0.0848,5.4754,1.3932,1.3628,816.36,"3,758.91",23.879,6.6553,75.527,3.466,"1,200.70",0.3078,4.28,,23.0893,0.6426,9.7446,0.3845,3.534,49.851,3.9806,3.64,70.4413,3.75,1.3932,17.33555,9.349,0.9505,30.885,6.74,3.6725,42.212,,,,,,,,,,,,
1-Jul-20,7.063,1.12,107.69,1.24055,1,129.1417,0.6895,,5.3646,1.3939,,821.23,"3,756.28",23.81,6.6543,75.5813,3.454,"1,198.50",0.3078,4.2815,40.2826,22.8078,0.6462,9.6193,0.3845,3.533,49.79,3.9591,3.64,70.4413,3.75,1.3939,17.2704,9.3164,0.94735,30.954,6.7141,3.6725,42.175,,,,,,,,,,,,
2-Jul-20,7.0631,1.1286,107.48,1.25065,1,129.0162,0.6924,0.0856,5.3022,1.3936,1.3586,816.29,"3,723.67",23.59,6.6016,75.4876,3.448,"1,201.60",0.3076,4.286,40.2822,22.5225,0.6483,9.4695,0.3845,3.515,49.813,3.9528,3.64,70.5198,3.75,1.3936,16.89825,9.2693,0.9436,31.067,6.7386,3.6725,42.437,,,,,,,,,,,,
7-Jul-20,7.0211,1.129,107.32,1.2495,1,128.8849,0.6958,0.0855,5.3312,1.3925,1.3583,798.79,"3,633.32",23.63,6.6007,74.8609,3.45,"1,196.80",,4.274,39.9879,22.6213,0.6561,9.4267,0.3845,,49.459,3.9689,3.64,72.1719,3.75,1.3925,17.09335,9.2913,0.9441,31.131,6.751,3.6725,43.503,,,,,,,,,,,,
8-Jul-20,7.0176,1.1286,107.67,1.2533,1,128.902,0.6941,0.0853,5.3476,1.3952,1.3538,793.88,"3,631.54",23.698,6.6005,75.027,3.455,"1,192.90",,4.2785,40.0834,22.8225,0.6546,9.4706,0.3845,3.534,49.406,3.9666,3.64,71.2379,3.75,1.3952,16.98905,9.2289,0.94145,31.272,6.7644,3.6725,43.653,,,,,,,,,,,,
9-Jul-20,6.9904,1.1342,107.28,1.26385,1,128.6511,0.6986,0.0861,5.2972,1.3905,1.3555,786.18,"3,625.61",23.474,6.5688,75.0031,3.444,"1,195.80",0.3072,4.265,40.0496,22.6945,0.6573,9.361,0.3845,3.517,49.55,3.9486,3.64,70.88,3.75,1.3905,16.8375,9.175,0.93915,31.169,6.7641,3.6725,43.647,,,,,,,,,,,,
10-Jul-20,7.0081,1.1276,106.95,1.26135,1,128.8564,0.6931,0.0858,5.3434,,,781.74,"3,633.42",23.672,,75.2865,3.457,"1,194.50",,4.268,40.1502,22.5342,0.6565,,,3.502,49.444,3.9646,,71.2298,,,16.90405,9.2414,0.9415,31.307,6.7664,,,,,,,,,,,,,,
13-Jul-20,7.0006,1.1329,106.83,1.26055,1,128.6968,0.6978,0.0863,5.348,1.3883,1.3567,790.82,"3,615.75",23.52,6.5715,75.1567,3.442,"1,202.40",0.30725,4.2605,40.1919,22.4633,0.6574,9.4139,0.3845,,49.49,3.9564,3.64,70.7479,3.75,1.3883,16.90405,9.182,0.94185,31.308,6.7538,3.6725,43.699,,,,,,,,,,,,
14-Jul-20,7.0169,1.1375,107.24,1.25215,1,,0.6942,0.0861,5.4282,1.3934,1.3616,788.22,"3,617.22",23.411,6.5448,75.3935,3.442,"1,200.30",0.30725,4.2705,40.2018,22.6173,0.6533,9.4163,0.3845,3.499,49.407,3.957,3.64,71.1275,3.75,1.3934,16.7843,9.1894,0.93965,31.514,6.7428,3.6725,43.815,,,,,,,,,,,,
