Currency,Chinese yuan,Euro(1),Japanese yen,U.K. pound(1),U.S. dollar,Algerian dinar,Australian dollar(1),Bahrain dinar,Botswana pula(1),Brazilian real,Brunei dollar,Canadian dollar,Chilean peso,Colombian peso,Czech koruna,Danish krone,Hungarian forint,Icelandic krona,Indian rupee,Indonesian rupiah,Iranian rial,Israeli New Shekel,Kazakhstani tenge,Korean won,Kuwaiti dinar,Libyan dinar(2),Malaysian ringgit,Mauritian rupee,Mexican peso,Nepalese rupee,New Zealand dollar(1),Norwegian krone,Omani rial,Pakistani rupee,Peruvian sol,Philippine peso,Polish zloty,Qatari riyal,Russian ruble,Saudi Arabian riyal,Singapore dollar,South African rand,Sri Lankan rupee,Swedish krona,Swiss franc,Thai baht,Trinidadian dollar,Tunisian dinar,U.A.E. dirham,Uruguayan peso,Bolivar Fuerte
3-Jan-11,,1.3348,,,1,73.9328,,0.376,,1.6654,1.2858,,468.01,,18.792,5.5837,209.87,115.47,44.67,"8,976.00","10,357.00",3.544,147.5,"1,138.90",0.2803,1.9324,3.064,,12.2574,71.5,,5.8286,0.3845,85.6863,2.802,43.811,2.9822,3.64,,3.75,1.2858,6.6111,110.9643,6.74,0.9355,,6.3766,1.4379,3.6725,19.95,
4-Jan-11,6.6215,1.3421,82.1,1.5608,1,73.9185,1.0099,0.376,0.1548,1.6502,1.2855,0.9986,466.05,"1,902.71",18.543,5.5535,206.29,114.85,44.84,"8,976.00","10,337.00",3.528,147.5,"1,127.50",0.2803,1.9324,3.0615,,12.2619,71.55,,5.8185,0.3845,85.7086,2.8,43.767,2.9415,3.64,,3.75,1.2855,6.64155,110.9425,6.71,0.9453,30.056,6.3915,1.4424,3.6725,19.949,
5-Jan-11,6.6295,1.3213,82.03,1.5594,1,74.0663,1.0014,0.376,0.1532,1.6548,1.2896,0.9947,486.82,"1,899.86",18.822,5.6404,208.74,115.91,45.2,"8,987.00","10,363.00",3.542,147.5,"1,122.30",0.28045,1.9324,3.068,,12.2064,71.9,0.7665,5.8953,0.3845,85.6983,2.801,43.705,2.9476,3.64,,3.75,1.2896,6.73855,110.8716,6.7375,0.9513,30.123,6.3896,,3.6725,19.95,
6-Jan-11,6.6322,1.3091,83.22,1.5484,1,74.1059,0.9967,0.376,0.1525,1.6705,1.2934,0.9954,493.65,"1,894.82",18.874,5.6922,210.83,116.89,45.31,"8,994.00","10,377.00",3.558,147.17,"1,125.00",0.28125,1.9324,3.072,30.3727,12.2256,72.35,0.758,5.9182,0.3845,85.7336,2.804,43.773,,3.64,,3.75,1.2934,6.7722,110.82,,0.9675,30.232,6.4013,1.4468,3.6725,,
7-Jan-11,6.6341,1.2961,83.33,1.5444,1,74.142,0.9933,0.376,0.1512,1.6849,1.2964,0.9934,494.74,,18.952,5.7482,213.41,117.61,45.37,"9,002.00",,3.576,147.13,"1,123.10",0.28125,1.9324,3.0685,,12.2369,72.36,0.7569,5.961,0.3845,85.751,,43.865,2.9818,3.64,,3.75,1.2964,6.84295,110.8314,6.87,0.9643,30.297,6.4059,1.4552,3.6725,,
10-Jan-11,6.6349,1.2903,,1.5518,1,74.1096,0.9958,0.376,0.1507,1.6853,1.2965,0.9925,496.96,,19.102,5.7734,216.37,118.19,45.44,"9,026.00","9,981.00",3.577,147.13,"1,122.10",0.282,1.9324,3.0705,30.5469,12.2542,72.6,0.7586,5.9742,0.3845,85.7358,2.804,44.102,3.0268,3.64,30.3505,3.75,1.2965,6.86945,110.8638,6.9225,0.9661,30.506,6.3751,,3.6725,,
11-Jan-11,6.6216,1.2948,83.08,1.5574,1,74.0627,0.9846,0.376,0.1512,1.6904,1.2985,0.9903,499.03,"1,859.97",18.957,5.7538,215.68,118.49,45.32,"9,088.00","10,403.00",3.552,147.33,"1,120.60",0.28185,1.9324,3.0765,30.5853,12.1907,72.69,0.7639,5.9669,0.3845,85.7234,2.8,44.204,3.0065,3.64,30.6252,3.75,1.2985,6.81915,110.8487,6.87,0.9681,30.68,6.3835,1.4706,,20,
12-Jan-11,6.6128,1.2973,83.31,1.5603,1,73.6069,0.9848,0.376,0.1512,1.6879,1.2925,,493.27,"1,856.79",18.796,5.7424,211.83,118.33,45.16,"9,045.00","10,401.00",3.536,147.28,"1,126.20",0.28165,1.9324,3.0625,30.5517,,72.4,0.7601,5.94,0.3845,85.7199,2.792,44.256,2.9466,3.64,30.3988,3.75,1.2925,6.8453,110.8287,6.82,0.9727,30.411,6.397,1.4679,3.6725,19.957,
13-Jan-11,6.5997,1.3199,83.09,1.5769,1,72.7652,0.9947,0.376,0.1518,1.6765,,0.9868,493.27,,18.464,5.6444,209.26,117.36,45.13,"9,038.00","10,391.00",3.566,147.39,"1,120.00",0.28115,1.9324,3.054,30.4713,12.1028,72.11,0.7634,5.9073,0.3845,85.7305,2.787,44.028,2.9353,3.64,30.0926,3.75,1.2889,6.84805,110.7751,6.775,0.9726,30.389,6.4238,1.4619,3.6725,19.946,4.2893
14-Jan-11,6.5896,1.3349,82.75,1.5848,1,73.1209,0.9964,0.376,0.1508,1.6693,1.2879,0.9904,488.82,"1,864.36",18.258,5.5808,206.42,116.23,45.3,"9,064.00",,3.55,147.12,"1,112.20",0.28115,1.9324,3.0575,,12.0871,72.25,0.7725,5.8806,0.3845,85.6355,2.787,44.057,2.9048,3.64,29.954,3.75,1.2879,6.9309,110.7778,6.6775,0.9667,30.489,,,3.6725,19.9,4.2893
18-Jan-11,6.5891,1.3371,82.51,1.5993,1,73.1378,0.9939,0.376,0.1516,1.681,1.2885,0.9911,490.32,"1,872.46",18.168,5.5724,203.21,117.17,45.53,"9,065.00","10,369.00",3.529,146.99,"1,114.70",0.2803,1.9324,3.0595,,12.0261,72.95,0.7724,5.8485,0.3845,85.6725,2.784,44.423,2.8848,3.64,29.8881,3.75,1.2885,6.87705,110.8157,6.66,0.9602,30.599,6.3898,1.4429,3.6725,19.85,4.2893
19-Jan-11,6.5885,1.3506,82.23,1.5993,1,73.0878,1.0033,0.376,0.1507,1.6737,,0.9939,490.67,"1,864.64",17.967,5.517,202.47,117.09,45.38,"9,044.00","10,366.00",3.544,147,"1,116.80",0.27975,1.9324,3.0535,,12.0744,72.75,0.7708,5.7945,0.3845,85.7916,2.779,44.585,2.8879,3.64,29.8252,3.75,1.2818,6.9488,,6.6375,0.9592,30.47,6.4159,1.4334,3.6725,19.85,
20-Jan-11,6.5883,1.3472,82.15,1.599,1,,0.9966,0.376,,1.6706,1.2887,1.0001,490.89,"1,841.90",18.117,5.5313,202.38,117.27,45.58,"9,068.00","10,357.00",3.599,146.96,"1,112.50",0.27975,1.9324,,,12.0903,72.6,0.7677,5.8451,0.3845,85.7159,2.775,44.373,2.8856,3.64,29.9147,3.75,1.2887,7.076,110.8124,6.635,0.9546,30.556,6.4197,1.4299,3.6725,19.8,4.2893
21-Jan-11,6.5886,1.3521,83.03,1.5929,1,,0.9861,0.376,0.1487,1.6707,1.2868,0.9945,494.1,"1,849.59",17.966,5.5124,203.51,117,45.7,"9,075.00",,3.632,146.89,"1,118.20",0.27975,1.9324,3.0625,,12.0482,72.9,0.7569,5.8368,0.3845,85.8266,,44.464,2.8779,3.64,30.0109,3.75,1.2868,7.1099,110.9594,6.64,0.9646,30.648,6.3842,1.4283,3.6725,,4.2893
24-Jan-11,6.5883,1.3571,82.77,1.5942,1,72.8358,0.9881,0.376,0.1494,,1.2848,0.9934,492.49,"1,838.94",17.844,5.4919,202.27,117.34,45.58,"9,059.00","10,348.00",3.625,147.01,"1,122.00",0.2793,1.9324,3.0583,,12.0516,73,,5.8087,0.3845,85.8858,2.772,44.459,2.8561,3.64,29.8516,3.75,1.2848,7.06875,111.0139,6.6125,0.9591,30.769,6.3897,1.4233,3.6725,19.836,4.2893
25-Jan-11,6.5881,1.3596,82.43,1.5789,1,72.871,0.9959,0.376,0.1494,1.6723,1.2811,0.9986,493.14,"1,842.43",17.811,5.4824,202.83,117.04,45.53,"9,052.00",,3.618,146.86,"1,120.30",0.279,1.9324,3.0525,,12.0856,73,0.7632,5.7723,0.3845,85.9309,2.775,44.412,2.8558,3.64,29.7948,3.75,1.2811,7.0433,110.9216,6.5475,0.9462,30.991,6.3838,1.4207,3.6725,19.8,4.2893
26-Jan-11,6.5878,1.3681,82.05,1.5859,1,72.7689,,0.376,0.1492,1.6737,1.2807,0.9953,492.51,"1,853.71",17.697,5.4472,200.55,116.05,,"9,038.00","10,344.00",3.6,146.81,"1,117.60",0.2789,1.9324,3.0535,,12.0408,73,0.7688,5.7499,0.3845,85.8287,2.772,44.473,2.828,3.64,29.7768,3.75,1.2807,7.0859,111.9091,6.51,0.943,30.883,6.3899,1.4214,3.6725,19.75,4.2893
27-Jan-11,6.5876,1.3716,82.15,1.5961,1,72.6245,0.9964,0.376,0.1495,1.6684,1.2794,0.9941,490.24,"1,862.05",17.671,5.4344,200.37,115.96,45.57,"9,032.00","10,338.00",3.656,146.8,"1,118.20",0.2788,1.9324,3.0515,,12.0239,73.14,0.7724,5.7765,0.3845,85.8755,2.771,44.42,2.8508,3.64,29.6738,3.75,1.2794,7.06365,111.0493,6.4675,0.942,30.819,6.403,1.4138,3.6725,19.7,4.2893
28-Jan-11,6.593,1.371,82.72,1.5924,1,72.5795,0.9894,0.376,0.1492,1.6712,1.2814,0.999,485.04,"1,858.70",17.682,5.4369,198.14,115.58,45.74,"9,034.00",,3.68,146.78,"1,114.30",0.2788,1.9324,3.0555,,12.1214,72.95,0.7722,5.7863,0.3845,85.785,2.774,44.157,2.8501,3.64,29.6684,3.75,1.2814,7.09165,111.0536,6.47,0.9432,31.03,6.4083,1.4155,3.6725,19.65,4.2893
31-Jan-11,6.5891,1.3692,82.05,1.5891,1,72.7908,0.9924,0.376,0.1481,1.6774,1.2865,1.0022,483.32,"1,857.98",17.696,5.4443,200.31,116.09,45.95,"9,057.00","10,352.00",3.71,,"1,114.30",0.2791,1.9324,3.0595,,12.1519,73.15,0.7703,5.7895,0.3845,85.6993,2.771,44.088,,3.64,29.8018,3.75,1.2865,7.17825,111.1007,6.5375,0.9431,31.151,6.3972,1.4169,3.6725,19.669,4.2893
1-Feb-11,6.586,1.3755,82.02,1.611,1,72.5409,1.0037,0.376,0.1487,1.6726,1.2787,0.9922,484.14,"1,867.82",17.528,5.4197,197.53,115.63,45.81,"9,042.00","10,340.00",3.691,146.87,"1,122.70",0.2786,1.9324,,,12.017,73.5,0.7724,5.7303,0.3845,85.6553,2.766,44.311,2.8468,3.64,29.6548,3.75,1.2787,7.1438,111.1672,6.42,0.9412,30.884,6.3932,1.4208,3.6725,19.65,4.2893
2-Feb-11,,1.3803,81.5,1.6202,1,72.4247,1.0125,0.376,0.1488,1.6623,1.2735,0.9883,480.59,,17.481,5.4009,194.86,114.77,45.63,"9,017.00",,3.675,146.96,,0.278,1.9324,3.0435,,12.019,73.31,0.7808,5.7118,0.3845,85.562,2.766,44.213,2.823,3.64,29.4219,3.75,1.2735,7.1445,111.1027,6.3775,0.9393,30.816,6.3945,1.4113,3.6725,19.65,4.2893
3-Feb-11,,1.3745,81.64,1.6215,1,72.883,1.0105,0.376,0.1481,1.6663,,0.9901,480.5,,17.528,5.4243,195.88,115.15,45.63,,"10,338.00",3.683,146.86,,0.27825,1.9324,,,12.0499,72.95,0.7726,5.7174,0.3845,85.5232,2.768,44.016,2.8424,3.64,29.3489,3.75,,7.17,110.9764,6.4325,0.9445,30.879,6.3916,1.4039,3.6725,19.65,4.2893
4-Feb-11,,1.3631,81.58,1.6119,1,72.9554,1.0186,0.376,0.1467,1.6689,,0.9901,481.56,,17.615,5.4687,198.11,116,45.64,"9,030.00",,3.713,146.75,,0.27825,1.9324,,,11.9946,72.99,0.7727,5.7278,0.3845,85.5103,2.767,43.936,2.8666,3.64,29.4136,3.75,,7.28,,6.455,0.9485,,6.3792,1.4081,3.6725,,4.2893
7-Feb-11,,1.3553,82.23,1.6104,1,73.0769,1.0135,0.376,0.1467,1.673,,,478.36,"1,872.01",17.754,5.5003,197.41,116.12,45.59,"8,975.00","10,335.00",3.676,146.83,"1,116.70",0.2789,1.9324,3.0375,,,72.95,,5.7836,0.3845,85.5206,2.766,,2.8438,3.64,29.3689,3.75,1.2755,7.27,110.892,6.465,0.959,30.775,6.3726,1.4176,3.6725,19.65,4.2893
8-Feb-11,,1.3635,82.29,1.6122,1,73.1016,1.0146,0.376,0.1472,1.6768,,0.9906,478.18,"1,871.81",17.616,5.4673,197.13,115.75,45.39,"8,917.00","10,335.00",3.678,146.73,"1,107.00",0.2789,1.9324,3.0335,,11.9937,72.75,0.7702,5.7638,0.3845,85.4545,2.767,43.661,2.8471,3.64,29.255,3.75,1.2746,,110.9812,6.43,0.9541,30.695,6.3847,1.4223,3.6725,19.627,4.2893
9-Feb-11,6.585,1.3647,82.35,1.606,1,73.0879,1.0133,0.376,0.1476,1.6703,,,479.73,"1,875.32",17.74,5.4635,198.69,116.18,45.33,"8,917.00","10,326.00",3.665,146.65,"1,104.40",0.2789,1.9324,3.0345,,,72.49,0.7753,5.7657,0.3845,85.2311,2.767,43.471,2.8581,3.64,29.301,3.75,1.2743,7.2219,110.9969,6.4375,0.9654,30.715,6.3989,1.4146,3.6725,19.584,4.2893
10-Feb-11,6.5849,1.3604,82.53,1.6056,1,73.148,1.0074,0.376,0.1468,1.6635,,0.9955,476.87,,17.821,5.4807,200.07,116.43,45.58,"8,924.00","10,328.00",3.688,146.47,"1,104.80",0.2787,1.9324,3.0415,,12.0937,72.7,0.7721,5.8306,0.3845,85.1225,,43.433,2.8795,3.64,29.3535,3.75,1.2758,7.27155,110.9721,6.465,0.9633,30.745,6.3917,1.4105,3.6725,,4.2893
11-Feb-11,6.5952,1.3524,,1.5987,1,73.3498,0.9991,0.376,0.1463,1.6672,1.2809,,,,17.932,5.5136,201.72,117.5,45.76,"8,931.00",,3.693,146.41,"1,112.90",,1.9324,3.0445,29.4766,,73,0.7634,5.8636,0.3845,84.9516,,43.669,2.9116,3.64,29.32,3.75,1.2809,7.3275,110.9815,6.515,0.9741,,6.3841,,3.6725,,4.2893
14-Feb-11,6.5985,1.344,83.19,1.6001,1,73.4773,1.004,0.376,0.1459,1.6671,1.2807,0.9885,473.42,"1,880.37",18.034,5.5482,201.95,117.82,45.5,"8,921.00","10,334.00",3.667,146.43,"1,120.70",0.2795,1.9324,3.0515,,12.0461,73.1,0.7565,5.8609,0.3845,85.1207,,43.694,2.9219,3.64,29.2583,3.75,1.2807,,111.0387,6.5175,0.972,30.754,6.3961,,3.6725,,4.2893
15-Feb-11,6.5929,1.351,83.28,1.612,1,,1.0043,0.376,0.1463,1.6673,1.2806,0.9887,469.99,"1,891.84",17.979,5.5194,200.77,117.51,45.45,,"10,339.00",3.65,146.48,"1,123.90",0.2795,1.9324,,29.5193,,72.75,0.7569,5.7983,0.3845,85.0898,,43.681,2.9159,3.64,29.285,3.75,1.2806,7.2843,111.0909,6.4875,0.9695,30.704,6.4041,,3.6725,,4.2893
16-Feb-11,6.5855,1.351,83.75,1.6062,1,72.9114,0.9998,0.376,0.1465,1.6674,1.2805,0.9855,470.59,"1,902.01",18.005,5.5191,199.95,117.54,,"8,904.00","10,331.00",3.611,146.35,"1,122.50",0.2795,1.9324,3.0485,29.6081,12.0957,72.79,0.752,5.7939,0.3845,,,43.612,2.8864,3.64,29.2735,3.75,1.2805,,,6.4575,0.9674,30.684,6.3977,,3.6725,,4.2893
17-Feb-11,6.58,1.356,83.58,1.6117,1,72.7077,1.0035,0.376,0.147,1.6696,1.2787,0.9839,474.13,"1,907.69",17.941,5.4982,198.75,117.3,45.38,"8,877.00","10,322.00",3.613,146.36,"1,120.70",,1.9324,3.044,,,72.85,0.7546,5.7577,0.3845,85.2941,,43.601,2.879,3.64,29.2447,3.75,1.2787,7.23885,,6.4425,0.9576,30.618,6.3968,,3.6725,,4.2893
18-Feb-11,6.5781,1.3627,83.28,1.6205,1,72.7674,1.0126,0.376,0.148,1.6653,1.2763,,473.16,,17.877,5.4705,198.67,117.4,45.18,"8,858.00",,3.624,146.3,"1,116.20",,1.9324,3.0385,29.5277,,72.65,0.7588,5.6913,0.3845,85.4614,,43.407,2.8803,3.64,29.2585,3.75,1.2763,7.18015,111.0037,6.415,0.9527,,6.3886,,3.6725,,4.2893
22-Feb-11,6.5772,1.3667,83.07,1.615,1,72.8081,1.0037,0.376,0.1483,1.6659,1.2815,0.9859,468.94,"1,879.15",17.92,5.455,201,117.54,45.2,"8,873.00","10,320.00",3.634,146.16,"1,116.40",0.27915,1.9324,3.049,29.4916,12.0917,72.2,0.7632,5.6717,0.3845,85.5498,2.775,43.379,2.9198,3.64,29.2859,3.75,1.2815,7.1493,110.8798,6.5175,0.9416,30.63,6.3893,1.4175,3.6725,19.6,4.2893
23-Feb-11,6.5828,1.3731,82.85,1.6244,1,72.6917,1.0019,0.376,0.1493,1.6686,1.2791,0.9924,470.76,"1,889.69",17.856,5.4294,198.94,116.93,45.2,"8,857.00","10,304.00",3.634,146.13,"1,125.90",0.27865,1.9324,3.05,,12.19,72.45,0.7465,5.6362,0.3845,85.4436,2.789,,2.8868,3.64,,3.75,1.2791,7.0711,110.8919,6.41,0.9376,30.61,6.396,,3.6725,19.563,4.2893
24-Feb-11,6.5795,1.3773,82.17,1.6155,1,72.5824,1.0075,0.376,0.1496,1.6712,1.2766,0.9842,474.01,"1,898.28",17.81,5.4125,198.88,116.23,45.37,"8,857.00","10,300.00",3.658,146.08,"1,125.80",0.27825,1.9324,3.051,,12.173,72.3,0.7457,5.6044,0.3845,85.3697,2.781,43.618,2.8941,3.64,29.1611,3.75,1.2766,7.07825,110.8989,6.4225,0.9265,30.651,6.3744,1.4123,3.6725,19.572,4.2893
25-Feb-11,6.5757,1.3762,81.95,1.6096,1,72.6071,1.0134,0.376,0.1507,1.6641,1.2763,0.9809,478.19,"1,898.39",17.793,5.4173,197.5,116.2,45.37,"8,858.00",,3.656,146.02,"1,126.90",0.27825,1.9324,3.052,,12.1235,72.65,0.7476,5.6416,0.3845,85.3957,2.775,43.765,2.877,3.64,28.9405,3.75,1.2763,6.9737,110.7961,6.375,0.9283,30.623,6.3979,1.4092,3.6725,19.529,4.2893
28-Feb-11,6.5752,1.3834,81.7,1.6234,1,72.4871,1.0163,0.376,0.1508,1.6617,1.2738,0.9739,475.63,"1,895.56",17.598,5.3899,197.05,115.95,45.18,"8,823.00","10,304.00",3.622,146,"1,127.90",,1.9324,3.0515,,12.1062,72.5,0.7519,5.5725,0.3845,85.6697,2.774,43.837,2.8765,3.64,28.9028,3.75,1.2738,6.96385,110.7909,6.4025,0.9283,30.611,6.3985,1.4076,3.6725,19.5,4.2893
1-Mar-11,6.5706,1.3825,81.93,1.6277,1,72.4907,1.0156,0.376,0.1511,1.6604,1.271,0.9743,475.21,"1,907.37",17.61,5.3931,195.77,115.8,45.12,"8,812.00","10,301.00",3.623,146.02,,0.27815,1.9324,3.044,,12.0929,72.35,0.7533,5.5783,0.3845,85.617,2.777,43.684,2.8643,3.64,28.7569,3.75,1.271,6.9535,110.7914,6.3,0.9301,30.591,6.3921,1.4047,3.6725,19.448,4.2893
2-Mar-11,6.5736,1.3809,81.93,1.6316,1,72.4554,1.0092,0.376,0.1513,1.6619,1.2735,0.9734,476.4,"1,913.21",17.588,5.3993,197.55,115.73,,"8,824.00","10,307.00",3.635,145.9,"1,128.80",0.2783,1.9324,3.0405,,12.0981,72.05,0.7466,5.5775,0.3845,85.6513,2.774,43.47,2.8843,3.64,28.6277,3.75,1.2735,6.944,,6.34,0.9259,30.55,6.4064,1.4058,3.6725,19.448,4.2893
3-Mar-11,6.5695,1.385,81.84,1.6277,1,72.3002,1.0153,0.376,0.152,1.6602,1.2689,0.9747,478.04,"1,916.05",17.478,5.3837,195.66,115.61,44.96,"8,809.00","10,294.00",3.611,145.83,"1,128.40",0.2779,1.9324,3.033,,12.0368,72.03,0.7434,5.57,0.3845,85.6249,2.77,43.568,2.8704,3.64,28.3228,3.75,1.2689,,110.7223,6.315,0.9261,30.503,6.3962,1.4081,3.6725,19.399,4.2893
4-Mar-11,6.5671,1.3957,82.34,1.629,1,72.265,1.0139,0.376,0.1517,1.6537,1.2676,0.9714,474.04,"1,904.73",17.417,5.3428,195.5,115.19,44.99,"8,793.00",,3.611,145.79,"1,122.60",0.2779,1.9324,3.0295,,12.0064,72.05,0.7403,5.5743,0.3845,85.5478,2.769,43.374,2.8646,3.64,28.188,3.75,1.2676,6.9106,110.6793,6.3175,0.9293,30.48,6.3939,1.4027,3.6725,19.395,4.2893
7-Mar-11,6.5651,1.4028,82.37,1.632,1,72.2121,1.0127,0.376,0.1525,1.6454,,0.9738,472.74,"1,890.23",17.267,5.3159,193.46,114.94,45.13,"8,789.00","10,285.00",3.598,145.58,"1,116.20",0.2776,1.9324,3.0325,,12.017,71.96,0.737,5.5318,0.3845,85.4354,2.768,43.3,2.8372,3.64,28.1717,3.75,1.2672,6.85315,110.5135,6.365,0.925,30.456,,1.3974,3.6725,,
8-Mar-11,6.5687,1.3898,82.25,1.6186,1,72.4236,1.0123,0.376,0.1515,1.6454,1.2669,0.9713,473.28,"1,893.17",17.434,5.366,194.61,115.99,45.03,"8,789.00","10,290.00",3.583,145.58,"1,117.90",0.2776,1.9324,3.0325,,12.0254,72.05,0.7374,5.5799,0.3845,85.2188,2.77,43.342,2.8549,3.64,28.1717,3.75,1.2669,6.91745,110.2831,6.3675,0.9319,30.387,,1.396,3.6725,,4.2893
9-Mar-11,6.5748,1.3928,82.85,1.6222,1,72.3743,1.0068,0.376,0.1522,1.6454,1.2693,0.9686,475.63,"1,889.85",17.43,5.3547,196.7,116.25,45.02,"8,784.00","10,310.00",3.565,145.58,"1,117.40",0.2781,1.9324,3.033,,11.968,72.05,0.7397,5.565,0.3845,84.8798,,43.38,2.8644,3.64,28.2945,3.75,1.2693,6.8715,110.1741,6.37,0.9284,30.33,,1.4019,3.6725,,4.2893
10-Mar-11,6.5713,1.3817,82.82,1.6172,1,72.5612,1.005,0.376,0.1518,1.6551,1.2709,0.9731,475.62,"1,879.49",17.633,5.3978,197.07,116.54,45.11,"8,774.00","10,313.00",3.567,145.7,"1,115.20",0.2781,1.9324,3.037,28.8192,11.9755,72,0.7363,5.6322,0.3845,85.3749,2.77,43.41,2.8849,3.64,28.4356,3.75,1.2709,6.8765,110.007,6.3825,0.934,30.29,6.3936,,3.6725,19.3,4.2893
11-Mar-11,6.575,1.3773,82.82,1.5994,1,,1.0032,0.376,0.1509,1.6604,1.2717,0.9734,482.63,"1,871.97",17.668,5.4151,198.46,117.03,45.21,"8,784.00",,3.579,145.55,"1,118.40",,1.9324,3.0395,,11.9441,72.2,0.7351,5.6672,0.3845,85.3263,,43.427,2.9212,3.64,28.6317,3.75,1.2717,6.93825,110.0047,6.3825,0.9344,30.411,6.3792,1.407,3.6725,,4.2893
14-Mar-11,6.5701,1.3948,82.2,1.6105,1,,1.0076,0.376,,1.6641,1.2705,0.9759,482.1,,17.451,5.3473,,115.51,45.15,,"10,334.00",3.553,145.66,"1,124.50",0.27795,1.9324,3.0395,28.8591,,,0.7409,5.613,0.3845,,,43.549,2.8825,3.64,28.664,3.75,1.2705,6.8987,110.0349,6.365,0.9272,30.379,6.3858,,3.6725,,4.2893
15-Mar-11,6.5679,1.3884,81.85,1.6017,1,,0.9964,0.376,,1.6623,1.2751,0.983,480.51,"1,876.29",17.57,5.3722,,116.12,45.27,,"10,345.00",3.56,145.85,"1,129.80",,1.9324,3.054,28.8362,,,0.7395,5.7001,0.3845,,,43.645,2.9284,3.64,28.7263,3.75,1.2751,7.0104,110.1845,6.4025,0.9206,30.42,6.4035,,3.6725,,4.2893
16-Mar-11,6.5718,1.3951,80.83,1.6082,1,72.2685,0.991,0.376,0.1507,1.6684,1.2787,0.9918,484.56,"1,887.67",17.471,5.3463,196.18,115.77,45.18,"8,780.00","10,344.00",3.561,146,"1,131.30",0.27755,1.9324,3.0585,28.7934,12.071,72.45,0.7309,5.6405,0.3845,85.3752,2.769,43.719,2.9052,3.64,28.6582,3.75,1.2787,6.98885,110.3852,6.4125,0.9167,30.443,6.401,,3.6725,19.276,4.2893
17-Mar-11,6.569,1.4004,79.2,1.6129,1,72.2332,0.9794,0.376,0.1497,1.6666,1.2823,0.9885,484.01,,17.424,5.326,195.02,115.14,45.24,"8,793.00","10,361.00",3.562,145.66,"1,132.80",0.27735,1.9324,3.064,28.7778,12.0925,72.2,0.7174,5.6402,0.3845,85.4741,2.768,43.798,2.9077,3.64,28.7422,3.75,1.2823,7.10345,110.332,6.45,0.9017,30.343,6.3778,,3.6725,19.347,4.2893
18-Mar-11,6.5668,1.413,81.3,1.6161,1,72.0988,0.9936,0.376,0.1507,1.6749,1.2728,,485.37,,17.257,5.2773,194.49,114.69,45.09,"8,773.00",,3.554,145.79,"1,137.60",,1.9324,3.044,28.7642,12.0615,72.2,0.7195,5.5789,0.3845,85.4243,,43.948,2.885,3.64,28.4763,3.75,1.2728,7.0253,110.3397,6.375,0.9014,30.313,6.3857,,3.6725,,4.2893
21-Mar-11,6.5632,1.4194,,1.6266,1,72.0988,1.0018,0.376,0.1515,1.6712,1.2697,0.9774,482.21,"1,874.79",17.236,5.2537,191.67,114.18,45.05,"8,751.00",,,145.82,"1,128.30",0.27675,1.9324,3.0387,28.8358,,72.19,0.7298,5.5513,0.3845,85.5276,2.78,43.737,2.8588,3.64,28.3675,3.75,1.2697,,110.3638,6.2675,0.9059,30.286,6.4255,1.3887,3.6725,19.436,4.2893
22-Mar-11,6.5592,1.4211,80.9,1.6376,1,72.1472,,0.376,0.1519,1.6644,1.2664,0.9768,480.55,,17.2,5.2475,190.04,113.64,44.97,"8,710.00",,3.524,145.82,"1,125.90",0.2765,1.9324,3.0345,,11.9885,72.05,0.7353,5.5633,0.3845,85.4496,2.782,43.58,2.8358,3.64,28.1561,3.75,1.2664,6.9224,110.3873,6.26,0.9029,30.239,6.4052,,3.6725,,4.2893
23-Mar-11,6.5601,1.4136,81.05,1.627,1,72.2746,1.0101,0.376,0.1517,1.663,1.2648,0.9821,481.78,,17.274,5.2754,190.06,113.92,44.96,"8,721.00",,3.536,145.82,"1,121.70",0.2765,1.9324,3.0281,,12.0004,71.95,0.7406,5.5822,0.3845,,2.778,43.374,2.8446,3.64,28.27,3.75,1.2648,6.92595,110.3683,6.3,0.9009,30.262,6.4012,1.3832,3.6725,,4.2893
24-Mar-11,6.5625,1.4128,80.96,1.6183,1,72.2145,1.0129,0.376,0.1523,1.6594,1.2644,0.9748,482.69,"1,867.74",17.377,5.2783,190.21,114.43,44.77,"8,722.00",,3.546,145.82,"1,123.70",0.277,1.9324,3.03,,11.9555,71.85,0.7427,5.5797,0.3845,85.4241,2.777,43.459,2.8516,3.64,28.4015,3.75,1.2644,6.89295,110.3891,6.34,0.9098,30.305,6.3907,1.3816,3.6725,,4.2893
25-Mar-11,6.558,1.4115,81,1.6104,1,72.172,1.0207,0.376,0.1523,1.6585,1.261,0.9778,480.37,,17.373,5.2837,188.45,114.3,44.65,"8,708.00",,3.555,146.07,"1,122.80",0.277,1.9324,3.026,,,71.6,0.7498,5.5855,0.3845,,2.787,43.423,2.8425,3.64,28.2237,3.75,1.261,6.8814,110.3928,6.34,0.9131,30.239,6.4076,1.3868,3.6725,19.298,4.2893
28-Mar-11,6.5618,1.4032,81.73,1.5977,1,72.3065,1.026,0.376,0.1521,1.6573,1.2629,0.9758,479.67,"1,871.37",17.492,5.3146,189.7,115.09,44.78,"8,718.00","10,392.00",3.54,145.62,"1,114.50",0.2774,1.9324,3.0265,28.4124,11.959,71.45,0.7518,5.6118,0.3845,85.3285,2.809,43.332,2.8431,3.64,28.411,3.75,1.2629,6.89245,110.3578,6.41,0.9187,30.283,6.385,1.3805,3.6725,,4.2893
